A,B,P,private_key_a,private_key_b,x_a,y_a,hashpoint_a,x_b,y_b,hashpoint_b,x_secret,y_secret,secret_in_hash,order, time(ms)
71,83,2003,11400714819323300270,11400714819323231893,1502,1751,11400714819323297341,1909,329,11400714819323321102,2001,1959,11400714819323330081,2045,7
71,89,2003,11400714819323301711,11400714819323231083,294,805,11400714819323217957,80,145,11400714819323203818,1869,633,11400714819323319532,2012,6
71,90,2003,11400714819323300837,11400714819323231722,684,936,11400714819323242948,745,1897,11400714819323247761,1515,177,11400714819323297003,2034,7
71,94,2003,11400714819323305541,11400714819323231580,193,702,11400714819323211650,313,1080,11400714819323219938,1839,1428,11400714819323316251,2087,6
71,97,2003,11400714819323303103,11400714819323232146,1379,1805,11400714819323287641,217,817,11400714819323213157,1474,191,11400714819323292422,2061,6
71,98,2003,11400714819323303346,11400714819323231248,1274,1100,11400714819323282661,54,34,11400714819323202034,439,32,11400714819323227093,2066,7
72,1,2003,11400714819323300003,11400714819323231659,899,1138,11400714819323257252,1470,1482,11400714819323295600,1371,1407,11400714819323288817,2040,8
72,3,2003,11400714819323303411,11400714819323232211,1272,782,11400714819323280025,620,564,11400714819323239304,1272,782,11400714819323280025,2064,10
72,7,2003,11400714819323301581,11400714819323231083,1764,1879,11400714819323312321,630,683,11400714819323240107,273,1856,11400714819323217608,2010,6
72,8,2003,11400714819323301014,11400714819323230953,310,1977,11400714819323220141,1630,1059,11400714819323305745,1236,1652,11400714819323280490,2019,6
72,10,2003,11400714819323300883,11400714819323231018,810,1355,11400714819323252608,674,964,11400714819323243427,411,127,11400714819323224609,2016,7
72,12,2003,11400714819323303533,11400714819323231956,1745,286,11400714819323311606,1794,1732,11400714819323314715,1177,1667,11400714819323276647,2047,6
72,14,2003,11400714819323303589,11400714819323232023,1796,1769,11400714819323314875,544,933,11400714819323234914,891,782,11400714819323256250,2050,6
72,16,2003,11400714819323299878,11400714819323231659,717,213,11400714819323245072,7,1881,11400714819323200808,1200,1990,11400714819323278775,2038,6
72,18,2003,11400714819323300569,11400714819323230761,1636,1019,11400714819323305165,468,1441,11400714819323229951,58,567,11400714819323202784,2030,6
72,21,2003,11400714819323302970,11400714819323232146,1849,1788,11400714819323319334,745,928,11400714819323246662,739,10,11400714819323246452,2058,6
72,23,2003,11400714819323301014,11400714819323230953,930,34,11400714819323258429,1682,792,11400714819323306947,1070,131,11400714819323268365,2019,8
72,26,2003,11400714819323302640,11400714819323231313,1504,1806,11400714819323296123,1974,1214,11400714819323328502,761,1513,11400714819323249157,2070,6
72,27,2003,11400714819323303864,11400714819323232086,1303,107,11400714819323283090,1324,880,11400714819323285244,1372,1966,11400714819323287878,2055,7
72,29,2003,11400714819323302640,11400714819323231313,102,259,11400714819323205335,1921,264,11400714819323320508,268,419,11400714819323216375,2070,6
72,32,2003,11400714819323302640,11400714819323231313,125,1244,11400714819323207725,1986,964,11400714819323327883,1515,1673,11400714819323296563,2070,8
72,33,2003,11400714819323302216,11400714819323231517,1813,108,11400714819323315347,143,568,11400714819323208383,1738,908,11400714819323311385,2082,10
72,35,2003,11400714819323301014,11400714819323230953,938,581,11400714819323259502,1658,608,11400714819323304169,925,1262,11400714819323259575,2019,6
72,36,2003,11400714819323298294,11400714819323231204,922,109,11400714819323256946,1089,520,11400714819323267884,1632,239,11400714819323302140,2005,9
72,39,2003,11400714819323301777,11400714819323231018,1649,278,11400714819323305334,940,1290,11400714819323260582,1375,1112,11400714819323288795,2014,10
72,40,2003,11400714819323300883,11400714819323231018,72,484,11400714819323203651,1865,612,11400714819323319746,1765,836,11400714819323313335,2016,9
72,42,2003,11400714819323302343,11400714819323231580,429,1043,11400714819323226750,469,1484,11400714819323229763,0,1076,11400714819323199561,2085,8
72,43,2003,11400714819323300440,11400714819323230824,25,1965,11400714819323202065,862,501,11400714819323254079,852,832,11400714819323254398,2027,8
72,44,2003,11400714819323302448,11400714819323231248,1437,107,11400714819323289786,608,1278,11400714819323239371,269,1694,11400714819323217723,2068,10
72,45,2003,11400714819323299943,11400714819323231722,1714,141,11400714819323309180,726,1986,11400714819323246810,465,471,11400714819323229041,2036,9
72,46,2003,11400714819323302090,11400714819323231454,1872,964,11400714819323319037,137,331,11400714819323207499,911,267,11400714819323257420,2079,11
72,48,2003,11400714819323303533,11400714819323231956,1325,1823,11400714819323284114,928,1163,11400714819323259432,846,849,11400714819323252983,2046,8
72,49,2003,11400714819323303411,11400714819323232211,718,275,11400714819323245461,1678,1713,11400714819323306343,453,721,11400714819323228498,2065,7
72,50,2003,11400714819323299943,11400714819323231722,305,341,11400714819323218119,151,52,11400714819323208377,1762,149,11400714819323310080,2036,6
72,52,2003,11400714819323303533,11400714819323231956,632,1031,11400714819323239618,582,1551,11400714819323238003,1310,1089,11400714819323284483,2046,6
72,56,2003,11400714819323301205,11400714819323230888,1395,1316,11400714819323288102,587,73,11400714819323235835,69,71,11400714819323203048,2022,7
72,58,2003,11400714819323300003,11400714819323231659,1649,1171,11400714819323304181,461,1498,11400714819323229295,1573,588,11400714819323301647,2040,7
72,59,2003,11400714819323301205,11400714819323230888,1649,1526,11400714819323304342,752,450,11400714819323246691,1439,1569,11400714819323293378,2023,7
72,61,2003,11400714819323302090,11400714819323231454,1654,633,11400714819323304925,1810,580,11400714819323315087,1816,1570,11400714819323317989,2079,10
72,62,2003,11400714819323302090,11400714819323231454,1439,297,11400714819323290618,539,1552,11400714819323235184,1439,297,11400714819323290618,2080,10
72,63,2003,11400714819323298294,11400714819323231204,1831,786,11400714819323317655,1400,1791,11400714819323291402,101,1893,11400714819323206838,2004,12
72,66,2003,11400714819323300699,11400714819323230761,1470,977,11400714819323295083,405,436,11400714819323224827,214,1152,11400714819323213468,2032,9
72,68,2003,11400714819323303292,11400714819323232211,81,457,11400714819323204195,1135,593,11400714819323273006,11,903,11400714819323200085,2062,6
72,70,2003,11400714819323301777,11400714819323231083,725,1335,11400714819323245972,49,1740,11400714819323203356,101,1370,11400714819323206317,2013,10
72,72,2003,11400714819323303533,11400714819323231956,1482,1886,11400714819323294383,236,713,11400714819323214581,811,477,11400714819323251287,2046,8
72,74,2003,11400714819323302577,11400714819323231313,102,1638,11400714819323206770,964,1685,11400714819323262815,61,1296,11400714819323203657,2071,9
72,76,2003,11400714819323300003,11400714819323231659,411,1220,11400714819323225700,1378,835,11400714819323288658,1513,962,11400714819323297400,2040,7
72,77,2003,11400714819323303166,11400714819323232146,621,1552,11400714819323239533,712,900,11400714819323244675,428,783,11400714819323226915,2059,6
72,79,2003,11400714819323302970,11400714819323232146,425,177,11400714819323225817,800,1801,11400714819323250886,455,1893,11400714819323229292,2058,7
72,83,2003,11400714819323302861,11400714819323231391,120,1185,11400714819323207340,1046,883,11400714819323265563,522,1968,11400714819323233485,2075,6
72,84,2003,11400714819323303929,11400714819323232086,1054,60,11400714819323265222,625,813,11400714819323240047,404,469,11400714819323224795,2054,6
72,85,2003,11400714819323299943,11400714819323231722,394,488,11400714819323224405,852,908,11400714819323254306,539,1480,11400714819323235128,2036,9
72,86,2003,11400714819323301777,11400714819323231083,1407,98,11400714819323287785,992,416,11400714819323262285,310,1049,11400714819323219149,2013,7
72,87,2003,11400714819323303652,11400714819323231956,908,183,11400714819323257635,260,1792,11400714819323217234,698,73,11400714819323242806,2049,7
72,89,2003,11400714819323302448,11400714819323231248,1997,38,11400714819323328163,35,735,11400714819323201439,296,1881,11400714819323219088,2068,6
72,90,2003,11400714819323299878,11400714819323231659,496,348,11400714819323230237,850,80,11400714819323253483,1777,1560,11400714819323315928,2038,6
72,92,2003,11400714819323303103,11400714819323232146,1875,1920,11400714819323321722,72,369,11400714819323203536,1852,1965,11400714819323319213,2060,7
72,95,2003,11400714819323300883,11400714819323231018,857,405,11400714819323254681,1355,1054,11400714819323285774,44,823,11400714819323202171,2016,6
73,8,2003,11400714819323298294,11400714819323231204,1858,583,11400714819323320302,1026,1976,11400714819323265359,1934,1023,11400714819323323129,2004,7
73,10,2003,11400714819323303652,11400714819323231956,761,733,11400714819323248393,311,1487,11400714819323219654,1876,256,11400714819323319486,2049,6
73,11,2003,11400714819323302796,11400714819323231391,1997,1055,11400714819323327146,1740,1202,11400714819323311030,1903,1043,11400714819323321004,2076,6
73,12,2003,11400714819323301711,11400714819323231083,1204,1450,11400714819323276120,281,1264,11400714819323217554,68,176,11400714819323202962,2012,7
73,14,2003,11400714819323302448,11400714819323231248,760,1959,11400714819323248770,1064,1943,11400714819323267742,1661,440,11400714819323304145,2068,8
73,15,2003,11400714819323300270,11400714819323231893,387,1999,11400714819323225223,217,444,11400714819323212958,759,779,11400714819323248490,2045,9
73,16,2003,11400714819323303533,11400714819323231956,1035,565,11400714819323266567,920,1379,11400714819323259846,398,1183,11400714819323225369,2046,10
73,18,2003,11400714819323305692,11400714819323231636,573,112,11400714819323235945,43,627,11400714819323201913,1229,1316,11400714819323277665,2090,6
73,20,2003,11400714819323303468,11400714819323231956,946,831,11400714819323260786,200,129,11400714819323211264,1678,968,11400714819323306894,2048,10
73,21,2003,11400714819323302090,11400714819323231454,699,172,11400714819323244180,1366,1173,11400714819323286057,699,172,11400714819323244180,2080,9
73,24,2003,11400714819323302448,11400714819323231248,1044,1971,11400714819323268569,68,1568,11400714819323204354,1111,849,11400714819323269740,2068,6
73,28,2003,11400714819323302861,11400714819323231391,1129,497,11400714819323272457,1540,1370,11400714819323299316,774,1067,11400714819323249031,2074,19
73,29,2003,11400714819323302707,11400714819323231313,1914,1586,11400714819323323871,1689,1475,11400714819323309863,88,1708,11400714819323205775,2073,8
73,30,2003,11400714819323300569,11400714819323230761,1329,1072,11400714819323283680,1980,1841,11400714819323327369,766,1515,11400714819323248833,2030,9
73,32,2003,11400714819323301014,11400714819323230953,1527,1494,11400714819323299039,1380,1730,11400714819323287636,1582,846,11400714819323300416,2019,10
73,33,2003,11400714819323301275,11400714819323230888,134,1955,11400714819323209183,1381,844,11400714819323288735,134,1955,11400714819323209183,2024,10
73,34,2003,11400714819323303864,11400714819323232086,57,865,11400714819323203069,1322,372,11400714819323284601,494,1303,11400714819323231433,2055,10
73,35,2003,11400714819323300003,11400714819323231659,697,1602,11400714819323245564,349,737,11400714819323221968,537,331,11400714819323233855,2040,9
73,41,2003,11400714819323303533,11400714819323231956,1209,1687,11400714819323279011,1777,154,11400714819323313242,150,981,11400714819323208985,2047,7
73,45,2003,11400714819323300192,11400714819323231659,1148,1124,11400714819323274468,985,341,11400714819323262841,809,1480,11400714819323252686,2041,7
73,46,2003,11400714819323301711,11400714819323231083,1897,1970,11400714819323320456,1232,304,11400714819323279017,658,1547,11400714819323241942,2012,10
73,49,2003,11400714819323300883,11400714819323231018,670,907,11400714819323241817,1715,1604,11400714819323311734,1605,822,11400714819323303001,2016,7
73,53,2003,11400714819323303929,11400714819323232086,781,32,11400714819323249461,161,1679,11400714819323210669,1425,1384,11400714819323290288,2054,6
73,54,2003,11400714819323300377,11400714819323230824,1063,1361,11400714819323267080,465,647,11400714819323228801,1344,879,11400714819323286932,2026,6
73,55,2003,11400714819323303411,11400714819323232211,1131,579,11400714819323272793,1345,242,11400714819323284438,1529,1787,11400714819323299639,2065,7
73,57,2003,11400714819323302513,11400714819323231248,770,1751,11400714819323250478,1632,1397,11400714819323305282,711,574,11400714819323245059,2067,6
73,58,2003,11400714819323303652,11400714819323231956,1220,1864,11400714819323277642,1957,166,11400714819323322433,1147,1561,11400714819323274871,2049,6
73,59,2003,11400714819323302448,11400714819323231248,315,9,11400714819323218455,507,1249,11400714819323232719,458,1072,11400714819323228925,2068,6
73,63,2003,11400714819323302796,11400714819323231391,1442,56,11400714819323290519,1084,1,11400714819323267097,41,1304,11400714819323202398,2076,7
73,64,2003,11400714819323300270,11400714819323231893,894,927,11400714819323257709,1576,621,11400714819323300900,1581,1628,11400714819323300113,2045,6
73,65,2003,11400714819323300634,11400714819323230761,1819,1473,11400714819323317575,1152,1076,11400714819323274729,1084,1618,11400714819323270730,2031,6
73,71,2003,11400714819323300192,11400714819323231659,1462,1441,11400714819323294997,482,1140,11400714819323230307,881,1808,11400714819323257648,2041,9
73,72,2003,11400714819323301581,11400714819323231083,1520,909,11400714819323295982,1308,1430,11400714819323284718,685,1710,11400714819323243523,2010,9
73,73,2003,11400714819323300837,11400714819323231722,1869,184,11400714819323319981,3,1615,11400714819323200295,1032,1437,11400714819323265212,2034,10
73,75,2003,11400714819323302216,11400714819323231517,1503,953,11400714819323296986,688,292,11400714819323243349,619,1368,11400714819323240108,2082,7
73,78,2003,11400714819323305629,11400714819323231636,799,579,11400714819323250112,1254,182,11400714819323278178,1308,1200,11400714819323284496,2091,7
73,79,2003,11400714819323300377,11400714819323230824,1877,1837,11400714819323321602,1864,1324,11400714819323318875,833,446,11400714819323252130,2026,6
73,80,2003,11400714819323303411,11400714819323232211,458,1124,11400714819323228833,1367,1856,11400714819323289405,1596,1451,11400714819323303027,2065,6
73,82,2003,11400714819323302861,11400714819323231391,170,644,11400714819323210217,1000,106,11400714819323262097,1856,1878,11400714819323318907,2075,10
73,83,2003,11400714819323300883,11400714819323231018,763,553,11400714819323248455,1868,1432,11400714819323318732,190,1048,11400714819323211618,2016,10
73,84,2003,11400714819323300946,11400714819323231018,1262,1982,11400714819323282528,1915,1244,11400714819323324148,771,1877,11400714819323250665,2017,10
73,86,2003,11400714819323303782,11400714819323232023,463,1998,11400714819323230681,1701,1651,11400714819323309012,1867,1270,11400714819323318998,2052,10
73,87,2003,11400714819323301646,11400714819323231083,1578,715,11400714819323301056,975,1985,11400714819323263814,551,1205,11400714819323234612,2011,7
73,88,2003,11400714819323298294,11400714819323231204,999,801,11400714819323263496,1074,575,11400714819323269074,837,1718,11400714819323254681,2004,8
73,89,2003,11400714819323302216,11400714819323231517,584,909,11400714819323236476,1574,431,11400714819323301611,1777,445,11400714819323313471,2082,7
73,91,2003,11400714819323300699,11400714819323230761,661,563,11400714819323242168,1069,1836,11400714819323268001,701,634,11400714819323243715,2033,6
73,94,2003,11400714819323301205,11400714819323230888,362,1055,11400714819323222628,1960,363,11400714819323326146,333,479,11400714819323220170,2023,7
73,95,2003,11400714819323303782,11400714819323232023,447,1681,11400714819323229034,1233,202,11400714819323278978,1158,1374,11400714819323273362,2052,6
73,97,2003,11400714819323301646,11400714819323231083,1765,117,11400714819323310438,463,1997,11400714819323230682,1115,263,11400714819323269289,2011,6
73,99,2003,11400714819323299878,11400714819323231659,1888,523,11400714819323318424,897,513,11400714819323255991,1622,764,11400714819323302000,2038,10
74,1,2003,11400714819323301646,11400714819323231083,879,832,11400714819323254943,1453,1232,11400714819323291709,616,913,11400714819323238440,2011,9
74,2,2003,11400714819323300440,11400714819323230824,1498,1560,11400714819323297785,159,1751,11400714819323210316,1503,940,11400714819323297063,2028,9
74,6,2003,11400714819323300003,11400714819323231659,1925,589,11400714819323323910,778,131,11400714819323247824,685,317,11400714819323243408,2040,9
74,8,2003,11400714819323301275,11400714819323230888,1344,1263,11400714819323287316,1725,1431,11400714819323311142,1344,1263,11400714819323287316,2024,6
74,15,2003,11400714819323299943,11400714819323231722,347,1122,11400714819323221718,1228,1565,11400714819323277993,717,874,11400714819323244991,2037,6
74,17,2003,11400714819323300772,11400714819323231722,1690,997,11400714819323309754,155,76,11400714819323208668,1485,1464,11400714819323294541,2035,6
74,18,2003,11400714819323303035,11400714819323232086,1680,1191,11400714819323306224,1975,869,11400714819323324560,1968,635,11400714819323325388,2057,6
74,20,2003,11400714819323302216,11400714819323231517,16,139,11400714819323199668,890,1949,11400714819323256938,67,460,11400714819323203314,2082,9
74,21,2003,11400714819323299943,11400714819323231722,920,268,11400714819323258783,1468,1678,11400714819323295406,814,1459,11400714819323252029,2037,9
74,23,2003,11400714819323302090,11400714819323231454,121,1855,11400714819323208139,749,1241,11400714819323248132,121,1855,11400714819323208139,2080,9
74,26,2003,11400714819323300377,11400714819323230824,963,1746,11400714819323262804,1447,1456,11400714819323291977,291,1733,11400714819323218625,2026,9
74,27,2003,11400714819323302090,11400714819323231454,1149,1626,11400714819323274931,857,328,11400714819323254570,1149,1626,11400714819323274931,2080,8
74,29,2003,11400714819323301777,11400714819323231083,677,1996,11400714819323244399,1505,1162,11400714819323297718,33,679,11400714819323201317,2013,6
74,34,2003,11400714819323301014,11400714819323230953,104,1445,11400714819323206588,653,388,11400714819323241457,1814,54,11400714819323315334,2019,10
74,38,2003,11400714819323303533,11400714819323231956,703,356,11400714819323244375,963,1798,11400714819323262728,770,1659,11400714819323248850,2046,7
74,40,2003,11400714819323299878,11400714819323231659,704,1872,11400714819323246293,608,463,11400714819323237404,1337,1429,11400714819323286529,2038,9
74,42,2003,11400714819323300837,11400714819323231722,1497,875,11400714819323294447,1117,1581,11400714819323272900,1823,605,11400714819323314406,2034,6
74,46,2003,11400714819323300837,11400714819323231722,1453,674,11400714819323293391,846,252,11400714819323253290,593,1714,11400714819323237834,2034,6
74,47,2003,11400714819323300699,11400714819323230761,1280,1684,11400714819323283177,514,1420,11400714819323232419,1937,127,11400714819323323689,2032,6
74,49,2003,11400714819323303782,11400714819323232023,1709,1542,11400714819323308459,917,307,11400714819323257080,183,83,11400714819323210466,2052,6
74,51,2003,11400714819323302970,11400714819323232146,1833,1593,11400714819323316593,756,1521,11400714819323247927,1497,367,11400714819323293923,2058,7
74,52,2003,11400714819323300883,11400714819323231018,1368,1934,11400714819323289505,203,734,11400714819323212078,552,1310,11400714819323234709,2016,6
74,53,2003,11400714819323300837,11400714819323231722,908,759,11400714819323257187,1317,1155,11400714819323284996,1674,395,11400714819323307848,2034,7
74,54,2003,11400714819323300129,11400714819323231893,1416,75,11400714819323288138,1195,609,11400714819323277003,1125,1456,11400714819323271291,2043,6
74,59,2003,11400714819323305476,11400714819323231580,1685,36,11400714819323307403,170,1477,11400714819323210798,302,1976,11400714819323219638,2088,7
74,64,2003,11400714819323301581,11400714819323231083,403,1506,11400714819323225736,59,1408,11400714819323203672,1003,709,11400714819323263359,2010,7
74,65,2003,11400714819323302970,11400714819323232146,782,1441,11400714819323250423,299,1948,11400714819323219856,863,324,11400714819323254447,2058,6
74,67,2003,11400714819323300883,11400714819323231018,625,222,11400714819323239358,1142,1069,11400714819323271849,1218,369,11400714819323276276,2016,6
74,78,2003,11400714819323300270,11400714819323231893,415,1701,11400714819323227006,646,323,11400714819323239935,904,506,11400714819323257721,2045,6
74,83,2003,11400714819323300699,11400714819323230761,732,173,11400714819323246245,1663,1265,11400714819323307034,93,341,11400714819323204764,2033,9
74,84,2003,11400714819323303589,11400714819323232023,555,1630,11400714819323236246,1483,797,11400714819323295407,988,1021,11400714819323263957,2050,9
74,91,2003,11400714819323301581,11400714819323231083,636,1095,11400714819323239815,511,643,11400714819323232040,125,831,11400714819323207374,2010,6
74,92,2003,11400714819323303864,11400714819323232086,1578,625,11400714819323301050,559,1612,11400714819323235459,417,770,11400714819323225630,2056,6
74,94,2003,11400714819323303468,11400714819323231956,1912,255,11400714819323321226,1895,17,11400714819323318488,1866,1620,11400714819323318769,2048,6
74,99,2003,11400714819323301967,11400714819323231391,1927,524,11400714819323323973,687,1294,11400714819323244321,1574,603,11400714819323301727,2077,7
75,1,2003,11400714819323301014,11400714819323230953,596,280,11400714819323236502,1402,220,11400714819323287989,681,1244,11400714819323242866,2018,6
75,3,2003,11400714819323302707,11400714819323231313,1530,1316,11400714819323299021,700,1633,11400714819323244697,920,68,11400714819323256999,2073,6
75,5,2003,11400714819323303533,11400714819323231956,916,1392,11400714819323258110,221,1442,11400714819323214323,37,124,11400714819323201023,2046,8
75,9,2003,11400714819323302448,11400714819323231248,357,636,11400714819323222351,354,1803,11400714819323222682,85,1809,11400714819323205678,2068,9
75,10,2003,11400714819323303533,11400714819323231956,589,995,11400714819323236742,1135,1745,11400714819323272110,62,25,11400714819323202435,2046,9
75,13,2003,11400714819323303864,11400714819323232086,1298,252,11400714819323283399,1478,695,11400714819323294843,1839,1530,11400714819323316405,2056,7
75,17,2003,11400714819323300440,11400714819323230824,135,1151,11400714819323208434,781,1647,11400714819323250058,1324,1105,11400714819323283869,2028,6
75,19,2003,11400714819323299878,11400714819323231659,599,859,11400714819323238290,38,1780,11400714819323202740,1642,671,11400714819323305124,2038,6
75,20,2003,11400714819323300003,11400714819323231659,1329,341,11400714819323285447,722,107,11400714819323245414,660,1641,11400714819323243191,2040,6
75,21,2003,11400714819323300883,11400714819323231018,1332,1778,11400714819323286624,1551,1821,11400714819323301498,1947,1305,11400714819323326031,2016,6
75,25,2003,11400714819323301429,11400714819323231141,1832,924,11400714819323317331,337,891,11400714819323221365,1270,753,11400714819323279669,2006,6
75,28,2003,11400714819323303864,11400714819323232086,822,1940,11400714819323253440,656,1934,11400714819323243223,1809,1025,11400714819323314443,2055,8
75,30,2003,11400714819323300129,11400714819323231893,1669,523,11400714819323307908,1633,1171,11400714819323305185,685,1052,11400714819323244209,2043,6
75,32,2003,11400714819323300837,11400714819323231722,1896,922,11400714819323321569,1116,874,11400714819323270090,1911,968,11400714819323320333,2034,7
75,35,2003,11400714819323301777,11400714819323231018,1915,145,11400714819323320895,1364,126,11400714819323287484,1665,1464,11400714819323307308,2014,6
75,40,2003,11400714819323301205,11400714819323230888,102,1240,11400714819323206368,377,391,11400714819323223363,1215,1444,11400714819323278871,2022,8
75,42,2003,11400714819323303929,11400714819323232086,647,1467,11400714819323242166,585,1283,11400714819323236771,671,1763,11400714819323242944,2054,7
75,44,2003,11400714819323303782,11400714819323232023,1468,1158,11400714819323294902,570,1191,11400714819323235824,1015,1477,11400714819323265888,2052,8
75,46,2003,11400714819323301079,11400714819323230953,1977,1778,11400714819323327628,1726,96,11400714819323308826,1714,1363,11400714819323308326,2020,9
75,48,2003,11400714819323303782,11400714819323232023,1421,1807,11400714819323290186,1791,823,11400714819323315764,1798,1305,11400714819323315049,2052,7
75,50,2003,11400714819323301205,11400714819323230888,1043,776,11400714819323265266,819,1960,11400714819323253370,1944,401,11400714819323322900,2023,11
75,51,2003,11400714819323300569,11400714819323230761,1515,36,11400714819323297176,32,651,11400714819323201160,1721,1049,11400714819323311781,2030,12
75,54,2003,11400714819323300192,11400714819323231659,91,1030,11400714819323205290,219,1835,11400714819323214573,378,1439,11400714819323224552,2041,6
75,58,2003,11400714819323299943,11400714819323231722,1602,897,11400714819323303908,1091,634,11400714819323270172,652,555,11400714819323241327,2036,6
75,59,2003,11400714819323303929,11400714819323232086,614,1334,11400714819323238658,705,1197,11400714819323245427,67,1669,11400714819323204393,2054,6
75,61,2003,11400714819323303782,11400714819323232023,1055,1651,11400714819323268944,1270,14,11400714819323280918,1380,1907,11400714819323287685,2052,9
75,62,2003,11400714819323303864,11400714819323232086,368,538,11400714819323223035,1641,78,11400714819323305556,416,1397,11400714819323226194,2055,9
75,64,2003,11400714819323299943,11400714819323231722,1450,665,11400714819323293490,1764,1431,11400714819323312769,247,1918,11400714819323216231,2036,8
75,65,2003,11400714819323300837,11400714819323231722,317,1880,11400714819323220929,294,1841,11400714819323218985,1509,43,11400714819323294492,2034,8
75,71,2003,11400714819323300129,11400714819323231893,1679,112,11400714819323307879,154,1954,11400714819323210439,1325,1078,11400714819323283963,2043,6
75,73,2003,11400714819323300335,11400714819323231893,1228,444,11400714819323279048,1795,721,11400714819323315813,1228,444,11400714819323279048,2044,9
75,76,2003,11400714819323302278,11400714819323231580,1178,1849,11400714819323276910,698,407,11400714819323244128,1653,697,11400714819323304926,2086,7
75,77,2003,11400714819323298294,11400714819323231204,1186,540,11400714819323274107,760,240,11400714819323246907,951,1531,11400714819323261706,2005,6
75,82,2003,11400714819323300634,11400714819323230761,1951,683,11400714819323326456,400,1168,11400714819323225241,1931,1,11400714819323324211,2031,6
75,86,2003,11400714819323301581,11400714819323231083,1053,1674,11400714819323268859,683,1742,11400714819323243750,286,1185,11400714819323218275,2010,10
75,88,2003,11400714819323302090,11400714819323231454,1048,1918,11400714819323268737,1225,168,11400714819323278566,445,1712,11400714819323229129,2079,9
75,89,2003,11400714819323301711,11400714819323231083,1939,1616,11400714819323326106,1886,1957,11400714819323320911,436,1288,11400714819323227966,2012,6
75,91,2003,11400714819323298294,11400714819323231204,1557,1594,11400714819323301633,1657,1981,11400714819323307465,526,33,11400714819323232823,2004,10
75,92,2003,11400714819323301140,11400714819323230953,1608,1328,11400714819323302559,1003,1484,11400714819323264624,1588,359,11400714819323300413,2021,8
75,94,2003,11400714819323301205,11400714819323230888,337,547,11400714819323220893,1334,1884,11400714819323287304,232,44,11400714819323213459,2022,6
75,95,2003,11400714819323298294,11400714819323231204,833,1639,11400714819323252941,204,1090,11400714819323212614,962,836,11400714819323261707,2004,7
75,97,2003,11400714819323302640,11400714819323231313,359,1798,11400714819323223123,1135,1922,11400714819323274269,596,120,11400714819323236470,2070,10
75,98,2003,11400714819323300129,11400714819323231893,34,1784,11400714819323202487,1917,1712,11400714819323323545,1764,1976,11400714819323312226,2043,9
76,1,2003,11400714819323303292,11400714819323232211,1105,133,11400714819323270591,964,113,11400714819323260339,1337,896,11400714819323283994,2062,7
76,2,2003,11400714819323299943,11400714819323231722,462,563,11400714819323229173,1625,332,11400714819323302766,1836,1020,11400714819323317232,2037,6
76,3,2003,11400714819323300634,11400714819323230761,878,934,11400714819323256696,362,180,11400714819323221705,1303,157,11400714819323283104,2031,6
76,4,2003,11400714819323300837,11400714819323231722,236,67,11400714819323213695,921,870,11400714819323258168,1349,442,11400714819323286821,2034,6
76,8,2003,11400714819323303589,11400714819323232023,1990,1488,11400714819323327120,1930,1793,11400714819323322610,1101,249,11400714819323270444,2050,6
76,10,2003,11400714819323303035,11400714819323232086,652,1605,11400714819323242353,1789,127,11400714819323313006,611,1855,11400714819323240143,2057,13
76,12,2003,11400714819323303411,11400714819323232211,1854,510,11400714819323316316,463,309,11400714819323228338,1854,510,11400714819323316316,2064,11
76,13,2003,11400714819323300837,11400714819323231722,1792,119,11400714819323312460,155,338,11400714819323208918,159,727,11400714819323209292,2034,7
76,16,2003,11400714819323301014,11400714819323230953,1418,1205,11400714819323289894,1221,1053,11400714819323278950,1939,1236,11400714819323322398,2019,8
76,17,2003,11400714819323300569,11400714819323230761,724,963,11400714819323246425,191,1280,11400714819323212219,633,630,11400714819323240208,2030,9
76,20,2003,11400714819323298294,11400714819323231204,837,1393,11400714819323252946,850,61,11400714819323253492,290,1091,11400714819323217922,2004,7
76,26,2003,11400714819323300699,11400714819323230761,1266,617,11400714819323279560,1698,197,11400714819323306400,1531,1780,11400714819323299516,2032,7
76,27,2003,11400714819323302640,11400714819323231313,1790,986,11400714819323316176,1642,85,11400714819323305710,1597,1997,11400714819323302540,2070,7
76,28,2003,11400714819323302090,11400714819323231454,405,724,11400714819323225371,1625,1766,11400714819323305096,1569,1638,11400714819323300450,2079,6
76,29,2003,11400714819323303864,11400714819323232086,1660,1137,11400714819323307865,1344,1707,11400714819323285840,294,1585,11400714819323219241,2055,6
76,30,2003,11400714819323298294,11400714819323231204,1224,1549,11400714819323277724,247,1663,11400714819323215974,828,14,11400714819323250894,2005,6
76,31,2003,11400714819323303468,11400714819323231956,1338,1064,11400714819323286833,499,1554,11400714819323231888,118,1565,11400714819323207609,2048,7
76,34,2003,11400714819323303864,11400714819323232086,492,67,11400714819323229759,708,1649,11400714819323246323,1391,963,11400714819323287964,2055,8
76,36,2003,11400714819323302343,11400714819323231580,1660,1974,11400714819323306518,1240,67,11400714819323279190,1279,1665,11400714819323283306,2085,7
76,38,2003,11400714819323300129,11400714819323231893,780,652,11400714819323249000,1804,568,11400714819323315228,593,993,11400714819323238043,2043,8
76,39,2003,11400714819323302513,11400714819323231248,26,160,11400714819323200289,1543,1816,11400714819323297897,256,204,11400714819323214881,2067,9
